Status,Age Group,Education,Industry,Location,AI Risk,Years of Experience,Monthly Salary (INR),Date Recorded
Unemployed,18-24,Diploma,,Delhi,High,,,2028-01-28
Employed,35-44,Bachelor’s,Healthcare,Rural,Medium,,54000.0,2028-01-29
,25-34,Diploma,Healthcare,Urban,Medium,,58000.0,2028-01-30
Employed,55+,PhD,Technology,Suburban,Medium,,,2028-01-31
Unemployed,45-54,,Healthcare,Suburban,High,25.0,87300.0,2028-02-01
Employed,35-44,PhD,Healthcare,Hyderabad,Low,21.0,,2028-02-02
Unemployed,35-44,Diploma,Finance,Urban,Medium,,,2028-02-03
Unemployed,35-44,High school,Technology,Rural,Low,9.0,64600.0,2028-02-04
Employed,55+,Diploma,Retail,Urban,Medium,27.0,,2028-02-05
Employed,35-44,Master's,Finance,Bangalore,High,,148400.0,2028-02-06
Unemployed,,,Technology,Bangalore,High,,,2028-02-07
Employed,25-34,PhD,Finance,Mumbai,Low,19.0,91700.0,2028-02-08
,25-34,PhD,Healthcare,Suburban,Low,13.0,,2028-02-09
Unemployed,35-44,Master's,Healthcare,Urban,Low,24.0,,2028-02-10
Employed,45-54,Master's,Healthcare,Rural,Low,,115200.0,2028-02-11
Unemployed,18-24,Master's,Healthcare,Rural,Medium,,38500.0,2028-02-12
Unemployed,18-24,Bachelor’s,Retail,Urban,High,24.0,104600.0,2028-02-13
,55+,High school,Healthcare,Mumbai,Low,16.0,90500.0,2028-02-14
Employed,,PhD,Healthcare,Hyderabad,,,77400.0,2028-02-15
Unemployed,18-24,Bachelor’s,Retail,Mumbai,High,,33800.0,2028-02-16
Unemployed,,PhD,Education,,Medium,2.0,42700.0,2028-02-17
,18-24,,Technology,Bangalore,Low,3.0,141800.0,2028-02-18
Employed,45-54,,Education,Hyderabad,High,8.0,50900.0,2028-02-19
Employed,,,Technology,Rural,Medium,,89900.0,2028-02-20
Employed,45-54,High school,Healthcare,Mumbai,,,,2028-02-21
Employed,45-54,PhD,Healthcare,Suburban,High,,17800.0,2028-02-22
,18-24,Bachelor’s,,Bangalore,Medium,,22700.0,2028-02-23
,18-24,Bachelor’s,Technology,Suburban,,,46700.0,2028-02-24
Unemployed,25-34,PhD,Retail,,,16.0,50900.0,2028-02-25
Unemployed,25-34,Master's,Healthcare,Delhi,Medium,10.0,,2028-02-26
Unemployed,35-44,High school,Retail,Suburban,Low,2.0,145300.0,2028-02-27
Employed,18-24,Master's,Technology,Rural,Low,,63500.0,2028-02-28
Employed,18-24,Diploma,Finance,Suburban,Low,,16100.0,2028-02-29
Unemployed,35-44,PhD,Retail,Suburban,Medium,,105600.0,2028-03-01
Employed,35-44,Master's,Retail,Bangalore,,,,2028-03-02
Employed,55+,Diploma,Technology,Bangalore,High,8.0,51100.0,2028-03-03
Employed,45-54,Bachelor’s,Retail,Rural,,,6400.0,2028-03-04
Employed,18-24,PhD,Finance,Urban,Low,24.0,,2028-03-05
Unemployed,55+,High school,Healthcare,Rural,High,,7600.0,2028-03-06
Unemployed,55+,Master's,Education,Suburban,Medium,,122800.0,2028-03-07
Unemployed,18-24,PhD,Finance,Rural,Medium,8.0,61500.0,2028-03-08
Unemployed,55+,High school,Healthcare,Delhi,,3.0,,2028-03-09
Employed,35-44,Diploma,Retail,Bangalore,High,2.0,56700.0,2028-03-10
,25-34,High school,,Urban,,,42400.0,2028-03-11
,55+,Bachelor’s,Retail,,High,,69700.0,2028-03-12
Unemployed,,Bachelor’s,Retail,Urban,Medium,1.0,149600.0,2028-03-13
Unemployed,35-44,Master's,Retail,Urban,,22.0,49600.0,2028-03-14
Unemployed,55+,Master's,Retail,Bangalore,Low,,,2028-03-15
Unemployed,25-34,Bachelor’s,Finance,Delhi,Medium,7.0,24100.0,2028-03-16
Unemployed,25-34,PhD,Technology,Mumbai,High,,,2028-03-17
Employed,35-44,Master's,Finance,Bangalore,High,,32900.0,2028-03-18
Unemployed,25-34,Diploma,Retail,Rural,High,,114500.0,2028-03-19
Employed,25-34,PhD,Finance,Urban,High,28.0,124800.0,2028-03-20
Unemployed,18-24,PhD,Education,Urban,Medium,14.0,,2028-03-21
,,Bachelor’s,Technology,Mumbai,Low,,,2028-03-22
Employed,45-54,Master's,Retail,Urban,Low,27.0,,2028-03-23
Employed,,Bachelor’s,Healthcare,Urban,Medium,1.0,,2028-03-24
Employed,18-24,Bachelor’s,Education,Bangalore,Low,,25900.0,2028-03-25
,35-44,Master's,Retail,,Medium,,32600.0,2028-03-26
,18-24,High school,Technology,Rural,Medium,,98400.0,2028-03-27
Employed,25-34,,,Mumbai,High,20.0,102300.0,2028-03-28
Unemployed,18-24,Bachelor’s,Healthcare,,Low,,96200.0,2028-03-29
Employed,25-34,PhD,Technology,Mumbai,Low,7.0,,2028-03-30
,18-24,Diploma,Retail,Suburban,Low,26.0,71700.0,2028-03-31
Employed,35-44,High school,Retail,,High,20.0,146600.0,2028-04-01
Unemployed,18-24,High school,,Urban,Low,,53400.0,2028-04-02
,35-44,Bachelor’s,Technology,Hyderabad,Low,27.0,,2028-04-03
Unemployed,,Bachelor’s,Finance,Hyderabad,High,18.0,133500.0,2028-04-04
Employed,45-54,Bachelor’s,Retail,Bangalore,Low,,78200.0,2028-04-05
Unemployed,18-24,Diploma,Retail,Urban,Low,,48400.0,2028-04-06
Employed,18-24,,Retail,Mumbai,Low,21.0,15000.0,2028-04-07
,18-24,Bachelor’s,Retail,Bangalore,,16.0,77400.0,2028-04-08
Unemployed,25-34,Master's,Retail,Urban,Low,,147300.0,2028-04-09
,55+,Bachelor’s,Finance,Delhi,,7.0,14300.0,2028-04-10
Unemployed,18-24,PhD,Healthcare,Urban,Low,,63800.0,2028-04-11
Employed,18-24,PhD,Technology,Urban,Low,,88000.0,2028-04-12
Unemployed,,PhD,Technology,Suburban,Low,,70700.0,2028-04-13
Employed,,PhD,Finance,Urban,Low,2.0,,2028-04-14
Employed,25-34,Bachelor’s,,Hyderabad,,,,2028-04-15
Unemployed,45-54,Bachelor’s,Technology,Urban,High,5.0,,2028-04-16
,18-24,,Healthcare,Urban,Medium,26.0,,2028-04-17
Employed,18-24,Bachelor’s,Technology,,Low,28.0,,2028-04-18
Unemployed,25-34,PhD,Healthcare,Urban,High,24.0,26900.0,2028-04-19
Employed,18-24,PhD,Retail,Delhi,,1.0,59700.0,2028-04-20
Unemployed,35-44,PhD,Technology,Delhi,,9.0,24900.0,2028-04-21
,25-34,,Retail,Urban,High,16.0,50200.0,2028-04-22
Unemployed,,PhD,Technology,Urban,Low,,28100.0,2028-04-23
Employed,18-24,Master's,Technology,Bangalore,Medium,,35900.0,2028-04-24
Unemployed,25-34,Diploma,Finance,Urban,Medium,29.0,45100.0,2028-04-25
Employed,55+,High school,Healthcare,,High,,,2028-04-26
,18-24,Master's,Retail,Mumbai,Low,0.0,63700.0,2028-04-27
Employed,55+,Master's,Finance,Bangalore,Medium,3.0,127700.0,2028-04-28
Unemployed,,Master's,Education,Urban,,,55100.0,2028-04-29
Unemployed,25-34,Bachelor’s,,Urban,,,120000.0,2028-04-30
,25-34,PhD,Healthcare,Rural,High,15.0,,2028-05-01
Unemployed,18-24,PhD,Finance,Urban,High,20.0,34900.0,2028-05-02
,,Master's,Retail,Delhi,,,17300.0,2028-05-03
Unemployed,18-24,PhD,Healthcare,Delhi,,,90700.0,2028-05-04
Employed,25-34,,Finance,Mumbai,High,,131900.0,2028-05-05
Unemployed,55+,Bachelor’s,Retail,Urban,Low,5.0,74400.0,2028-05-06
Employed,25-34,PhD,Education,Urban,Medium,23.0,105600.0,2028-05-07
Employed,25-34,Master's,Retail,Urban,,,129100.0,2028-05-08
Employed,55+,High school,Healthcare,,Medium,,110400.0,2028-05-09
Employed,55+,PhD,Finance,Suburban,Low,22.0,82800.0,2028-05-10
Employed,35-44,High school,Technology,Suburban,Medium,1.0,26000.0,2028-05-11
Unemployed,18-24,High school,Healthcare,Bangalore,High,27.0,145000.0,2028-05-12
Unemployed,35-44,High school,Healthcare,Rural,Medium,20.0,,2028-05-13
Unemployed,,Bachelor’s,Healthcare,Rural,Low,,47400.0,2028-05-14
Unemployed,45-54,PhD,Retail,Delhi,Low,21.0,43600.0,2028-05-15
,,,Technology,Delhi,Low,,127400.0,2028-05-16
Employed,45-54,Bachelor’s,,Hyderabad,,,13400.0,2028-05-17
Unemployed,18-24,PhD,Finance,,Medium,14.0,94300.0,2028-05-18
Unemployed,55+,Bachelor’s,Education,Mumbai,Medium,28.0,97000.0,2028-05-19
Unemployed,25-34,High school,,Mumbai,High,13.0,62100.0,2028-05-20
Employed,18-24,Bachelor’s,Finance,,High,24.0,130100.0,2028-05-21
Unemployed,18-24,Master's,Technology,Urban,Low,17.0,92500.0,2028-05-22
Unemployed,18-24,PhD,Education,Delhi,Medium,,140700.0,2028-05-23
Employed,25-34,Master's,Healthcare,Bangalore,High,,52700.0,2028-05-24
Employed,45-54,PhD,Finance,Delhi,High,10.0,74700.0,2028-05-25
Employed,,Master's,Education,Bangalore,Medium,,142800.0,2028-05-26
Employed,35-44,Diploma,Retail,,,13.0,118100.0,2028-05-27
Unemployed,25-34,Master's,,Suburban,High,26.0,121500.0,2028-05-28
Unemployed,18-24,Bachelor’s,Technology,Suburban,High,28.0,27700.0,2028-05-29
Employed,18-24,High school,Healthcare,Bangalore,Medium,,126600.0,2028-05-30
Employed,35-44,Master's,Retail,Rural,Medium,7.0,25500.0,2028-05-31
Employed,45-54,PhD,Retail,Suburban,High,18.0,143000.0,2028-06-01
Employed,18-24,PhD,Finance,Bangalore,Medium,16.0,106600.0,2028-06-02
,18-24,Bachelor’s,Healthcare,,High,14.0,84900.0,2028-06-03
,,High school,Healthcare,Mumbai,Low,21.0,,2028-06-04
Unemployed,,High school,Finance,Hyderabad,High,27.0,51100.0,2028-06-05
,18-24,Bachelor’s,Retail,Bangalore,High,11.0,86200.0,2028-06-06
Employed,,PhD,Healthcare,Urban,Medium,,133400.0,2028-06-07
,,Bachelor’s,Retail,Urban,Low,,132700.0,2028-06-08
Employed,,,,Urban,Low,,26600.0,2028-06-09
Employed,25-34,Bachelor’s,Finance,Suburban,,,100100.0,2028-06-10
Employed,25-34,PhD,Healthcare,Mumbai,Medium,26.0,49200.0,2028-06-11
,55+,Diploma,Retail,Hyderabad,Medium,,146000.0,2028-06-12
Unemployed,18-24,PhD,Healthcare,Rural,Medium,19.0,146200.0,2028-06-13
Employed,,Master's,Finance,Bangalore,Low,,51200.0,2028-06-14
Employed,18-24,PhD,Retail,,Low,,15400.0,2028-06-15
,25-34,Bachelor’s,Retail,Delhi,Low,12.0,14900.0,2028-06-16
Unemployed,55+,Bachelor’s,Education,Urban,Low,,9000.0,2028-06-17
Employed,25-34,PhD,Finance,Hyderabad,Low,,113000.0,2028-06-18
Employed,25-34,PhD,Technology,,,22.0,102200.0,2028-06-19
,35-44,Master's,Education,,Low,,31600.0,2028-06-20
Employed,25-34,High school,Retail,Mumbai,High,22.0,92500.0,2028-06-21
Unemployed,25-34,High school,,,Medium,,43300.0,2028-06-22
